MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod/Add,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
5,5,69.0,9588,1,1,0,3,0,4,0,5,2,2,0,5,8,5,2007,2007,1,0,5,5,4,270,4,3,2,5,3,1,1,0,1,0,1482,1482,1,5,1,4,1482,1092,0,2574,0,0,2,1,3,1,5,10,8,1,4,3,2007,3,3,868,3,3,2,0,148,0,0,0,0,0,0,1,0,11,2007,6,5,276000
0,5,68.0,8814,1,1,3,3,0,4,0,5,2,2,0,2,7,5,2005,2007,1,0,13,14,1,80,4,3,2,4,3,1,6,925,1,0,349,1274,1,5,1,4,1274,0,0,1274,1,0,2,0,3,1,4,6,8,0,0,1,2005,2,2,508,3,3,2,264,98,0,0,0,0,0,0,1,0,1,2007,6,5,203000
5,5,85.0,11103,1,1,0,3,0,0,0,5,2,2,0,5,7,5,2006,2006,1,0,13,14,3,0,4,3,2,4,3,1,1,0,1,0,728,728,1,5,1,4,728,728,0,1456,0,0,2,1,3,1,4,8,8,1,3,1,2006,3,2,440,3,3,2,0,0,0,0,0,0,0,0,1,0,7,2007,6,5,155835
0,5,74.0,8556,1,1,3,3,0,4,0,5,2,2,0,2,7,5,2006,2006,1,0,13,14,3,0,4,3,2,4,3,3,1,0,1,0,1240,1240,1,5,1,4,1240,0,0,1240,0,0,2,0,2,1,4,5,8,0,0,1,2006,2,3,826,3,3,2,140,93,0,0,0,0,0,0,1,0,5,2007,9,4,194000
0,5,64.0,6762,1,1,3,3,0,4,0,5,2,2,0,2,7,5,2007,2007,1,0,13,14,1,108,4,3,2,4,3,1,6,664,1,0,544,1208,1,5,1,4,1208,0,0,1208,1,0,2,0,2,1,4,6,8,0,0,1,2007,2,2,628,3,3,2,105,54,0,0,0,0,0,0,1,0,9,2007,6,5,195400
0,5,75.0,11750,1,1,0,3,0,4,0,5,2,2,0,2,7,5,2005,2006,1,0,13,14,1,204,4,3,2,4,3,2,6,20,1,0,1526,1546,1,5,1,4,1546,0,0,1546,0,0,2,0,3,1,4,7,8,0,0,1,2005,2,3,796,3,3,2,144,42,0,0,0,0,0,0,1,0,6,2007,9,4,217000
0,5,73.0,8760,1,1,3,3,0,4,0,5,2,2,0,2,8,5,2006,2006,1,0,13,14,1,132,4,3,2,4,3,1,6,36,1,0,1453,1489,1,5,1,4,1500,0,0,1500,0,0,2,0,3,1,4,7,8,1,4,1,2005,2,2,674,3,3,2,144,38,0,0,0,0,0,0,1,0,6,2007,9,4,212999
0,5,64.0,7242,1,1,3,3,0,4,0,5,2,2,0,2,7,5,2005,2006,1,0,13,14,3,0,4,3,2,4,3,1,1,0,1,0,1270,1270,1,5,1,4,1270,0,0,1270,0,0,2,0,2,1,4,6,8,0,0,1,2005,2,2,524,3,3,2,0,96,0,0,0,0,0,0,1,0,7,2007,9,4,175900
5,5,78.0,9316,1,1,3,3,0,4,0,5,2,2,0,5,7,5,2005,2006,1,0,13,14,3,0,4,3,2,4,3,4,1,0,1,0,879,879,1,5,1,4,879,916,0,1795,0,0,2,1,3,1,4,7,8,0,0,1,2005,2,2,578,3,3,2,164,111,0,0,0,0,0,0,1,0,10,2007,9,4,191000
0,5,78.0,9317,1,1,0,3,0,4,0,5,2,2,0,2,6,5,2006,2006,1,0,13,14,3,0,4,3,2,4,3,1,6,24,1,0,1290,1314,1,4,1,4,1314,0,0,1314,0,0,2,0,3,1,4,6,8,1,4,1,2006,2,2,440,3,3,2,0,22,0,0,0,0,0,0,1,0,3,2007,9,4,176432
5,5,67.0,14364,1,1,0,2,0,4,1,23,2,2,0,5,7,5,1988,1989,1,0,9,10,1,128,4,3,1,4,3,4,6,1065,1,0,92,1157,1,5,1,4,1180,882,0,2062,1,0,2,1,3,1,3,7,8,1,4,1,1988,3,2,454,3,3,2,60,55,0,0,154,0,0,0,1,0,4,2007,9,4,277000
5,5,67.0,8883,1,1,0,3,0,4,0,23,2,2,0,5,7,5,1988,1988,1,0,6,6,1,360,4,3,2,4,3,1,6,608,2,321,0,929,1,5,1,4,946,927,0,1873,1,0,2,1,3,1,4,7,8,1,3,1,1988,2,2,619,3,3,2,108,48,0,0,144,0,0,4,1,0,5,2007,9,4,207000
4,5,80.5,159000,1,1,1,2,0,1,2,4,2,2,0,0,6,7,1958,2006,1,0,14,6,0,472,4,3,1,4,3,4,3,697,1,0,747,1444,1,4,1,4,1444,700,0,2144,0,1,2,0,4,1,4,7,8,2,3,1,1958,3,2,389,3,3,2,0,98,0,0,0,0,0,0,3,500,6,2007,9,4,277000
5,5,80.5,53107,1,1,1,2,0,0,1,4,1,2,0,5,6,5,1992,1992,1,0,6,6,3,0,4,3,2,4,3,3,6,985,1,0,595,1580,1,5,1,4,1079,874,0,1953,1,0,2,1,3,1,4,9,8,2,2,1,1992,3,2,501,3,3,2,216,231,0,0,0,0,0,0,1,0,6,2007,9,4,240000
5,5,80.5,12205,1,1,0,2,0,4,0,4,2,2,0,5,6,8,1966,2007,1,0,6,6,1,157,3,3,1,3,2,4,2,568,1,0,264,832,1,4,1,4,976,1111,0,2087,0,0,2,1,5,1,4,9,8,0,0,1,1966,3,2,444,3,3,2,133,168,0,0,0,0,0,0,1,0,7,2007,9,4,187500
0,5,155.0,20064,1,1,0,2,0,4,2,4,2,2,0,2,8,6,1976,1976,5,6,14,15,3,0,4,3,1,4,4,4,2,51,6,915,0,966,1,5,1,4,1743,0,0,1743,2,0,0,1,0,1,4,5,8,2,2,1,1976,3,2,529,3,3,2,646,0,0,0,0,0,0,0,1,0,5,2007,9,4,279000
0,5,70.0,14217,1,1,1,3,0,1,0,5,2,2,0,2,5,5,1994,1994,1,0,13,14,3,0,3,3,2,4,3,1,5,550,1,0,472,1022,1,4,1,4,1022,0,0,1022,0,1,1,0,3,1,3,6,8,0,0,5,1995,1,2,747,3,3,2,0,0,0,0,0,0,0,0,1,0,8,2007,9,4,139500
0,5,65.0,8775,1,1,3,3,0,4,0,5,2,2,0,2,5,5,1994,1994,1,0,13,14,3,0,3,3,2,4,3,1,6,495,1,0,495,990,1,4,1,4,990,0,0,990,0,0,1,0,3,1,3,5,8,0,0,1,1996,1,1,299,3,3,2,0,64,0,0,0,0,0,0,1,0,4,2007,9,4,126000
0,5,105.0,11249,1,1,1,3,0,4,0,5,2,2,0,2,6,5,1995,1995,1,0,13,14,3,0,4,4,2,4,4,1,5,334,4,544,322,1200,1,5,1,4,1200,0,0,1200,1,0,2,0,3,1,4,6,8,0,0,1,1995,2,2,521,3,3,2,0,26,0,0,0,0,0,0,1,0,8,2007,9,4,177500
5,5,57.0,10021,1,1,0,3,0,4,0,5,2,2,0,5,6,6,1997,2006,1,0,13,14,3,0,3,4,2,4,3,1,6,539,1,0,96,635,1,5,1,4,646,662,0,1308,1,0,2,1,3,1,4,6,8,0,0,1,1997,2,2,497,3,3,2,142,54,0,0,0,0,0,0,1,0,5,2007,9,4,175000
5,5,70.0,9531,1,1,0,3,0,1,0,5,2,2,0,5,6,5,1998,1998,1,0,13,14,3,0,3,3,2,4,3,2,6,706,1,0,88,794,1,5,1,4,882,914,0,1796,1,0,2,1,3,1,3,7,8,0,0,1,1998,2,2,546,3,3,2,0,36,0,0,0,0,0,3,1,0,5,2007,9,4,211000
0,5,60.0,8428,1,1,1,3,0,4,0,5,2,2,0,2,5,7,1994,1994,1,0,13,14,3,0,3,4,2,4,4,1,6,420,1,0,570,990,1,5,1,4,990,0,0,990,1,0,1,0,3,1,3,5,8,0,0,5,1995,1,1,384,3,3,2,256,0,0,0,0,0,0,0,1,0,7,2007,9,4,146000
0,5,70.0,16561,1,1,1,2,0,4,1,5,2,2,0,2,5,5,1996,1996,1,0,13,14,3,0,3,3,2,4,3,1,5,549,1,0,548,1097,1,5,1,4,1097,0,0,1097,1,0,1,1,3,1,3,6,8,0,0,1,1996,1,1,242,3,3,2,306,0,0,0,0,0,0,4,1,0,7,2007,9,4,147900
0,5,60.0,8070,1,1,3,3,0,4,0,5,2,2,0,2,4,5,1994,1995,1,0,13,14,3,0,3,3,2,4,3,1,6,588,1,0,402,990,1,5,1,4,990,0,0,990,1,0,1,0,3,1,3,5,8,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,8,2007,9,4,123600
5,5,69.0,9337,1,1,0,3,0,4,0,5,2,2,0,5,6,5,1997,1997,1,0,13,14,3,0,3,4,2,4,3,1,6,648,1,0,176,824,1,5,1,4,905,881,0,1786,1,0,2,1,3,1,4,7,8,0,0,1,1997,2,2,684,3,3,2,0,162,0,0,0,0,0,0,1,0,5,2007,9,4,204750
5,5,47.0,10820,1,1,1,3,0,1,0,5,2,2,0,5,7,5,1999,1999,1,0,13,14,3,0,4,3,2,4,3,4,6,342,1,0,646,988,1,5,1,4,988,885,0,1873,0,0,2,1,3,1,4,7,8,1,3,1,1999,2,2,597,3,3,2,202,123,0,0,0,0,0,0,1,0,3,2007,9,4,235500
5,5,43.0,12352,1,1,1,3,0,1,0,5,2,2,0,5,7,5,1998,1999,1,0,13,14,1,290,4,3,2,4,3,1,6,638,1,0,215,853,1,5,1,4,853,900,0,1753,1,0,2,1,3,1,3,7,8,1,2,1,1998,2,2,534,3,3,2,0,74,0,0,0,0,0,0,1,0,3,2007,9,4,217000
5,5,68.0,9543,1,1,0,3,0,4,0,5,2,2,0,5,7,5,2001,2001,1,0,13,14,3,0,4,3,2,4,3,1,1,0,1,0,845,845,1,5,1,4,845,845,0,1690,0,0,2,1,3,1,4,7,8,0,0,1,2001,2,2,517,3,3,2,0,103,0,0,0,0,0,0,1,0,2,2007,9,4,190550
5,5,70.0,8826,1,1,3,3,0,4,0,5,2,2,0,5,7,5,2000,2000,1,0,13,14,1,144,4,3,2,4,3,1,6,841,1,0,144,985,1,5,1,4,985,857,0,1842,1,0,2,1,3,1,4,7,8,1,3,1,2000,3,2,486,3,3,2,193,96,0,0,0,0,0,0,1,0,7,2007,9,4,217500
0,5,72.0,10665,1,1,0,3,0,4,0,5,2,2,0,2,7,5,2003,2003,1,0,13,14,1,167,4,3,2,4,3,3,6,1013,1,0,440,1453,1,5,1,4,1479,0,0,1479,1,0,2,0,3,1,4,7,8,0,0,1,2003,2,2,558,3,3,2,144,29,0,0,0,0,0,0,1,0,6,2007,9,4,226000
5,5,72.0,11317,1,1,3,3,0,4,0,5,2,2,0,5,7,5,2003,2003,1,0,13,14,1,101,4,3,2,4,3,1,1,0,1,0,840,840,1,5,1,4,840,828,0,1668,0,0,2,1,3,1,4,8,8,0,0,1,2003,2,2,500,3,3,2,144,68,0,0,0,0,0,0,1,0,9,2007,9,4,180000
0,5,97.0,11800,1,1,0,0,0,4,0,5,2,2,0,2,5,5,1974,1974,1,0,6,6,3,0,3,3,1,4,3,3,4,663,1,0,201,864,1,3,1,4,894,0,0,894,0,0,1,0,3,1,3,5,8,0,0,1,1974,1,2,440,3,3,2,0,0,0,0,0,0,0,0,1,0,8,2007,9,3,131000
8,5,59.0,8660,1,1,0,3,0,4,0,5,2,2,0,7,5,5,1976,1976,1,0,13,14,1,113,3,4,1,4,3,3,6,502,1,0,513,1015,1,3,1,4,1025,0,0,1025,0,0,2,0,3,1,3,6,8,1,2,5,1979,1,2,370,3,3,2,127,0,0,0,0,0,0,0,1,0,7,2007,9,4,153500
8,5,72.0,9720,1,1,3,3,0,4,0,5,2,2,0,7,5,7,1977,1977,1,0,9,14,1,51,3,3,1,3,5,3,5,755,1,0,240,995,1,3,1,4,1009,0,0,1009,0,0,2,0,3,1,3,6,8,1,2,5,1977,1,2,576,3,3,2,0,0,0,0,0,0,0,3,1,0,6,2007,9,4,160000
0,5,45.0,8982,1,1,0,3,0,1,0,5,2,2,0,2,5,5,1977,1977,1,0,5,5,3,0,3,3,1,4,3,3,5,539,1,0,501,1040,1,3,1,4,1040,0,0,1040,0,0,1,1,3,1,3,5,8,0,0,5,1977,1,2,748,3,3,2,0,0,0,0,0,0,0,3,1,0,1,2007,9,4,134900
0,5,39.0,16300,1,1,0,3,0,1,0,5,2,2,0,2,5,4,1977,1977,1,0,6,6,3,0,3,3,1,4,3,3,3,60,4,417,399,876,1,3,1,4,907,0,0,907,1,0,1,0,3,1,3,5,8,0,0,1,1977,2,1,308,3,3,2,0,0,0,0,0,0,0,3,1,0,1,2007,9,4,130000
0,5,75.0,9675,1,1,3,3,0,0,0,5,2,2,0,2,5,6,1975,1975,3,0,6,6,3,0,3,3,1,3,3,1,4,330,3,432,102,864,1,3,1,4,879,0,0,879,0,0,1,0,3,1,3,5,8,0,0,1,1975,1,2,440,3,3,2,0,80,0,0,0,0,0,0,1,0,9,2007,2,4,120000
0,5,70.0,7700,1,1,3,3,0,0,0,5,2,2,0,2,5,5,1972,1972,1,0,13,14,3,0,3,3,1,3,3,1,2,138,3,468,276,882,1,3,1,4,882,0,0,882,1,0,1,0,3,1,3,5,8,0,0,5,1980,1,2,461,3,3,2,96,0,0,0,0,0,0,3,1,0,3,2007,9,4,112500
0,5,120.0,10356,1,1,3,3,0,0,0,5,2,2,0,2,5,6,1975,1975,1,0,6,6,3,0,3,3,1,3,3,3,4,716,1,0,253,969,1,3,1,4,969,0,0,969,0,0,1,1,3,1,3,5,8,0,0,1,1975,1,2,440,3,3,2,0,0,0,0,0,0,0,3,1,0,1,2007,9,4,122000
0,5,60.0,7200,1,1,3,3,0,4,0,5,2,2,0,2,5,5,1972,2000,1,0,13,14,3,0,3,3,1,3,3,1,5,671,1,0,193,864,1,4,1,4,864,0,0,864,1,0,1,0,3,1,5,5,8,0,0,5,1977,3,2,576,4,5,2,155,0,0,0,0,0,0,0,1,0,9,2007,9,4,127000
0,5,60.0,7200,1,1,3,3,0,4,0,5,2,2,0,2,4,8,1972,2006,1,0,9,10,3,0,3,4,1,3,3,1,3,385,1,0,0,385,1,4,1,4,875,0,0,875,0,0,1,0,3,1,4,5,8,0,0,5,1975,1,2,728,3,3,2,352,0,0,0,0,0,0,0,1,0,10,2007,9,4,117000
0,5,80.0,10386,1,1,3,3,0,4,0,5,2,2,0,2,8,5,2004,2005,1,0,5,5,4,246,4,3,2,4,3,1,6,1464,1,0,536,2000,1,5,1,4,2000,0,0,2000,1,0,2,0,3,1,4,8,8,0,0,1,2004,3,3,888,3,3,2,168,0,0,0,0,0,0,0,1,0,7,2007,9,4,305900
5,5,70.0,9375,1,1,3,3,0,4,0,5,2,2,0,5,8,5,2002,2002,1,0,13,14,1,149,4,3,2,4,3,1,1,0,1,0,1284,1284,1,5,1,4,1284,885,0,2169,0,0,2,1,3,1,4,7,8,1,4,1,2002,2,2,647,3,3,2,192,87,0,0,0,0,0,0,1,0,8,2007,9,4,228500
0,5,70.0,11354,1,1,3,3,0,4,0,5,2,2,0,2,7,5,2000,2000,1,0,13,14,3,0,4,3,2,3,3,4,6,1412,1,0,261,1673,1,5,1,4,1673,0,0,1673,1,0,2,0,3,1,4,7,8,1,3,1,2000,2,2,583,3,3,2,306,113,0,0,116,0,0,0,1,0,1,2007,9,4,270000
0,5,70.0,8749,1,1,3,3,0,4,0,5,2,2,0,2,7,5,2002,2002,1,0,13,14,1,100,4,3,2,4,3,1,1,0,1,0,1459,1459,1,5,1,4,1459,0,0,1459,0,0,2,0,3,1,4,6,8,1,4,1,2002,2,2,527,3,3,2,192,39,0,0,0,0,0,0,1,0,9,2007,9,4,192000
5,5,70.0,8749,1,1,3,3,0,4,0,5,2,2,0,5,7,5,2003,2003,1,0,13,14,3,0,4,3,2,4,3,1,6,654,1,0,325,979,1,5,1,4,992,940,0,1932,1,0,2,1,3,1,4,7,8,1,4,1,2003,2,2,610,3,3,2,0,120,0,0,0,0,0,0,1,0,6,2007,9,4,213000
5,5,65.0,8158,1,1,3,3,0,4,0,5,2,2,0,5,7,5,2002,2002,1,0,13,14,1,214,4,3,2,4,3,1,1,0,1,0,860,860,1,5,1,4,860,869,0,1729,0,0,2,1,3,1,4,7,8,0,0,1,2002,3,2,542,3,3,2,386,63,0,0,0,0,0,0,1,0,8,2007,9,4,200000
5,5,66.0,16226,1,1,2,3,0,4,0,5,2,2,0,5,8,5,1998,1999,1,0,13,14,3,0,4,3,2,4,3,1,6,281,1,0,747,1028,1,5,1,4,1210,1242,0,2452,0,0,2,1,4,1,4,9,8,1,3,3,1998,3,2,683,3,3,2,208,50,0,0,0,0,0,0,1,0,5,2007,9,4,267000
0,5,73.0,11927,1,1,3,3,0,4,0,5,2,2,0,2,8,5,1994,1995,3,0,6,6,1,519,4,3,2,4,3,4,4,408,6,465,683,1556,1,5,1,4,1592,0,0,1592,0,0,2,0,3,1,4,7,8,1,3,1,1994,3,2,484,3,3,2,120,35,0,0,0,0,0,0,1,0,6,2007,9,4,228000
5,5,70.0,12728,1,1,3,3,0,4,0,5,2,2,0,5,8,5,2001,2001,1,0,13,14,1,256,4,3,2,4,3,2,6,1198,1,0,333,1531,1,5,1,4,1531,908,0,2439,1,0,2,1,4,1,4,7,8,1,3,1,2001,3,2,560,3,3,2,184,121,0,0,0,0,0,0,1,0,1,2007,9,4,275000
5,5,70.0,15295,1,1,2,3,0,0,0,5,2,2,0,5,7,5,1996,2002,1,0,13,14,1,254,4,3,2,4,3,2,6,762,1,0,98,860,1,5,1,4,1212,780,0,1992,1,0,2,1,3,1,4,7,6,2,3,1,1996,2,2,608,3,3,2,225,32,0,0,0,0,0,0,1,0,6,2007,9,4,211000
0,5,90.0,11248,1,1,0,3,0,0,0,5,2,2,0,2,9,5,2002,2002,3,0,13,14,4,215,4,3,2,4,3,3,6,1059,1,0,567,1626,1,5,1,4,1668,0,0,1668,1,0,2,0,3,1,4,7,8,1,3,1,2002,3,3,702,3,3,2,257,45,0,0,0,0,0,0,1,0,7,2007,9,4,285000
5,5,80.0,10000,1,1,3,3,0,4,0,5,2,2,0,5,8,5,1995,1996,1,0,13,14,1,438,4,3,2,4,3,1,6,1079,1,0,141,1220,1,5,1,4,1220,870,0,2090,1,0,2,1,3,1,4,8,8,1,3,1,1995,2,2,556,3,3,2,0,65,0,0,0,0,0,0,1,0,12,2007,9,4,240000
11,6,36.0,4435,1,1,3,3,0,4,0,5,2,2,4,2,6,5,2003,2003,1,0,13,14,1,170,4,3,2,4,3,3,6,659,1,0,189,848,1,5,1,4,848,0,0,848,1,0,1,0,1,1,4,3,8,0,0,1,2003,3,2,420,3,3,2,140,0,0,0,0,0,0,0,1,0,11,2007,9,4,131500
0,5,73.0,17227,1,1,1,3,0,1,1,5,2,2,0,2,8,5,1999,2000,1,0,13,14,1,158,4,3,2,4,3,4,6,915,1,0,426,1341,1,5,1,4,1341,0,0,1341,1,0,1,1,1,1,4,5,8,1,3,1,1999,2,2,482,3,3,2,240,84,0,0,0,0,0,0,1,0,1,2007,9,4,246900
5,5,65.0,8200,1,1,3,3,0,4,0,5,2,2,0,5,7,5,2003,2004,1,0,13,14,3,0,4,3,2,4,3,1,1,0,1,0,847,847,1,5,1,4,847,1081,0,1928,0,0,2,1,4,1,4,8,8,1,4,3,2003,3,2,434,3,3,2,100,48,0,0,0,0,0,0,1,0,7,2007,9,4,219500
0,5,65.0,8450,1,1,3,3,0,4,0,5,2,2,0,2,7,5,2003,2003,1,0,13,14,3,0,4,3,2,4,3,2,6,699,1,0,638,1337,1,5,1,4,1337,0,0,1337,1,0,2,0,3,1,4,6,8,0,0,1,2003,2,2,531,3,3,2,0,39,0,0,0,0,0,0,1,0,10,2007,9,4,185000
5,5,70.0,8145,1,1,0,3,0,4,0,5,2,2,0,5,7,5,2007,2007,1,0,13,14,3,0,4,3,2,4,3,1,1,0,1,0,738,738,1,5,1,4,738,738,0,1476,0,0,2,1,3,1,4,7,8,0,0,1,2007,2,2,552,3,3,2,0,35,0,0,0,0,0,0,1,0,6,2007,6,5,179400
5,5,79.0,9245,1,1,0,3,0,4,0,5,2,2,0,5,7,5,2006,2006,1,0,13,14,3,0,4,3,2,4,3,3,1,0,1,0,939,939,1,5,1,4,939,858,0,1797,0,0,2,1,3,1,4,8,8,0,0,1,2006,2,2,639,3,3,2,144,53,0,0,0,0,0,0,1,0,4,2007,9,4,213500
0,5,63.0,8500,1,1,3,3,0,2,0,5,2,2,0,2,7,5,2004,2004,1,0,13,14,1,106,4,3,2,4,3,3,1,0,1,0,1422,1422,1,5,1,4,1422,0,0,1422,0,0,2,0,3,1,4,7,8,0,0,1,2004,2,2,626,3,3,2,192,60,0,0,0,0,0,0,1,0,11,2007,9,4,179600
0,5,65.0,8769,1,1,3,3,0,2,0,5,2,2,0,2,7,5,2005,2005,1,0,13,14,3,0,4,3,2,4,3,3,6,709,1,0,460,1169,1,5,1,4,1190,0,0,1190,1,0,2,0,2,1,4,5,8,0,0,1,2005,2,2,578,3,3,2,100,41,0,0,0,0,0,0,1,0,10,2007,9,4,173500
0,5,64.0,8334,1,1,3,3,0,4,0,5,2,2,0,2,6,5,2006,2007,1,0,13,14,3,0,4,3,2,4,3,1,1,0,1,0,1330,1330,1,5,1,4,1330,0,0,1330,0,0,2,0,3,1,4,6,8,1,4,1,2006,3,2,437,3,3,2,0,23,0,0,0,0,0,0,1,0,7,2007,6,5,167840
5,5,64.0,8333,1,1,3,3,0,4,0,5,2,2,0,5,7,5,2006,2006,1,0,13,14,3,0,4,3,2,4,3,1,1,0,1,0,738,738,1,4,1,4,738,753,0,1491,0,0,2,1,3,1,4,7,8,1,4,1,2006,2,2,484,3,3,2,100,30,0,0,0,0,0,0,1,0,5,2007,9,4,168675
5,5,64.0,9045,1,1,0,3,0,4,0,5,2,2,0,5,5,5,2005,2005,1,0,13,14,3,0,4,3,2,4,3,2,1,0,1,0,768,768,1,5,1,4,768,768,0,1536,0,0,2,1,3,1,4,6,8,0,0,1,2005,3,2,400,3,3,2,0,40,0,0,0,0,0,0,1,0,6,2007,9,4,167000
0,5,70.0,9170,1,1,3,3,0,0,0,7,1,2,0,2,5,7,1965,1965,3,0,8,8,3,0,3,3,1,3,3,1,5,698,6,96,420,1214,1,5,1,4,1214,0,0,1214,1,0,1,0,2,1,3,6,8,0,0,5,1965,1,2,461,2,2,2,0,0,184,0,0,0,0,4,3,400,4,2007,9,4,140000
9,5,75.0,9825,1,1,3,2,0,4,0,7,2,2,0,6,5,5,1967,1967,1,0,6,6,1,162,3,3,1,4,3,4,5,936,1,0,0,936,1,4,1,4,936,0,0,936,1,0,1,0,2,1,3,4,8,1,2,1,1967,1,1,384,3,3,2,405,0,0,0,0,0,0,0,3,450,8,2007,9,0,118500
0,5,67.0,8308,1,1,3,3,0,4,0,7,2,2,0,2,4,6,1963,1963,1,0,13,14,4,20,3,4,1,3,3,1,4,132,2,841,115,1088,1,3,1,4,1088,0,0,1088,0,0,1,0,2,1,3,4,8,0,0,5,2002,1,2,520,3,3,1,0,0,0,0,0,0,0,0,1,0,6,2007,0,4,110000
0,5,73.0,10921,1,1,3,1,0,4,0,7,2,2,0,2,4,5,1965,1965,3,0,6,6,1,48,3,3,1,3,3,1,3,520,1,0,440,960,1,3,1,1,960,0,0,960,1,0,1,0,3,1,3,6,8,0,0,1,1965,3,1,432,3,3,1,120,0,0,0,0,0,0,0,1,0,5,2007,9,4,94750
4,5,74.0,16287,1,1,3,3,0,4,0,7,2,2,0,0,5,6,1925,1950,1,0,13,14,3,0,3,4,1,3,3,1,5,130,4,105,666,901,1,3,1,4,901,450,0,1351,1,0,1,0,3,1,3,7,8,1,4,5,1975,1,2,576,3,3,0,0,0,43,0,100,0,0,0,1,0,7,2007,9,4,122000
0,5,80.0,8240,1,1,3,3,0,4,0,7,2,2,0,2,6,6,1960,1960,3,0,6,6,4,198,3,3,1,3,3,1,1,0,1,0,1179,1179,1,4,1,4,1179,0,0,1179,0,0,1,0,2,1,3,5,6,0,0,1,1960,3,2,622,3,3,1,0,0,0,0,0,0,0,4,1,0,6,2007,9,4,110000
10,5,81.0,11841,0,1,3,3,0,4,0,7,2,2,2,6,6,5,1990,1990,1,0,6,6,1,104,3,4,1,4,3,3,6,816,1,0,0,816,1,3,1,4,816,0,0,816,1,0,1,0,3,1,3,5,8,0,0,6,0,0,0,0,0,0,2,0,32,0,0,0,0,0,0,1,0,5,2007,9,4,118500
8,5,65.0,6285,1,1,3,3,0,4,0,7,2,2,0,7,6,6,1976,1976,1,0,6,10,3,0,3,2,1,3,3,3,6,504,1,0,456,960,1,3,1,4,1044,0,0,1044,1,0,1,0,3,1,3,7,8,1,2,5,1976,1,2,528,3,2,2,228,0,0,0,0,0,0,0,1,0,4,2007,9,4,133500
0,5,65.0,7917,1,1,0,3,0,0,0,7,2,2,0,2,6,7,1976,1976,3,0,6,6,1,174,3,4,1,3,4,1,4,751,1,0,392,1143,1,3,1,4,1113,0,0,1113,1,0,1,1,3,1,3,6,8,1,2,1,1987,2,1,504,3,4,2,370,30,0,0,0,0,0,4,1,0,5,2007,9,4,148000
10,5,65.0,9555,1,1,0,3,0,1,0,7,2,2,2,5,5,6,1979,1979,1,0,9,10,3,0,3,3,3,0,0,0,0,0,0,0,0,0,1,3,1,4,1100,1133,0,2233,0,0,2,1,5,2,3,11,8,0,0,1,1979,3,2,579,3,4,2,0,0,0,0,0,0,0,0,1,0,2,2007,9,4,141000
0,5,74.0,8536,1,1,3,3,0,0,0,7,2,2,0,2,5,5,2006,2007,1,0,13,14,3,0,3,3,2,4,3,1,1,0,1,0,1125,1125,1,4,1,4,1125,0,0,1125,0,0,1,1,2,1,3,5,8,0,0,1,2007,1,2,430,3,3,2,80,64,0,0,0,0,0,0,1,0,4,2007,6,5,155000
0,5,60.0,7024,1,1,3,3,0,4,0,7,2,2,0,2,5,5,2005,2006,1,0,13,14,3,0,3,3,2,5,4,1,5,980,1,0,110,1090,1,4,1,4,1090,0,0,1090,1,0,1,1,2,1,3,5,8,0,0,1,2005,3,2,450,3,3,2,0,49,0,0,0,0,0,0,1,0,6,2007,9,4,157000
5,5,60.0,7023,1,1,3,3,0,4,0,7,2,2,0,5,5,5,2005,2006,1,0,13,14,3,0,3,3,2,4,4,1,6,611,1,0,123,734,1,4,1,4,734,674,0,1408,1,0,2,1,3,1,3,6,8,0,0,3,2005,3,2,489,3,3,2,0,85,0,0,0,0,0,0,1,0,5,2007,9,4,171500
14,6,35.0,3675,1,1,3,3,0,4,0,7,2,2,4,6,6,5,2005,2005,1,0,13,14,4,76,3,3,2,4,3,4,6,467,1,0,80,547,1,5,1,4,1072,0,0,1072,1,0,1,0,2,1,4,5,8,0,0,2,2005,3,2,525,3,3,2,0,44,0,0,0,0,0,0,1,0,5,2007,9,4,140000
0,5,64.0,6400,1,1,3,3,0,4,0,7,2,2,0,2,5,7,1959,2000,1,0,15,16,3,0,3,3,1,3,3,3,3,77,5,831,52,960,1,5,1,4,960,0,0,960,1,0,1,0,2,1,2,4,8,0,0,5,1959,1,1,392,3,3,2,144,0,35,0,0,0,0,0,1,0,12,2007,9,4,131750
